"","X","ID.true","Word","ConcValCombo","Task","BlockOrder","Group","Response","Accuracy","ReactionTime","LogReactionTime"
"4993",5580,"c2efd800d640d3d2f4d35c96e88ad62e","gratitude","abstract-positive","Valence","VC","B","positive",1,572,6.3491389913798
"4994",5581,"c2efd800d640d3d2f4d35c96e88ad62e","freedom","abstract-positive","Valence","VC","B","positive",1,528,6.26909628370626
"4995",5582,"c2efd800d640d3d2f4d35c96e88ad62e","inspiration","abstract-positive","Valence","VC","B","positive",1,1043,6.94985645500077
"4996",5583,"c2efd800d640d3d2f4d35c96e88ad62e","happiness","abstract-positive","Valence","VC","B","positive",1,869,6.76734312526539
"4997",5584,"c2efd800d640d3d2f4d35c96e88ad62e","failure","abstract-negative","Valence","VC","B","negative",1,770,6.64639051484773
"4998",5585,"c2efd800d640d3d2f4d35c96e88ad62e","sunshine","concrete-positive","Valence","VC","B","positive",1,620,6.42971947803914
"4999",5586,"c2efd800d640d3d2f4d35c96e88ad62e","regret","abstract-negative","Valence","VC","B","negative",1,615,6.42162226780652
"5000",5587,"c2efd800d640d3d2f4d35c96e88ad62e","music","concrete-positive","Valence","VC","B","positive",1,710,6.56526497003536
"5001",5588,"c2efd800d640d3d2f4d35c96e88ad62e","beach","concrete-positive","Valence","VC","B","positive",1,578,6.35957386867238
"5002",5589,"c2efd800d640d3d2f4d35c96e88ad62e","compassion","abstract-positive","Valence","VC","B","positive",1,653,6.48157712927643
"5003",5590,"c2efd800d640d3d2f4d35c96e88ad62e","guilt","abstract-negative","Valence","VC","B","negative",1,608,6.41017488196617
"5004",5591,"c2efd800d640d3d2f4d35c96e88ad62e","flowers","concrete-positive","Valence","VC","B","positive",1,606,6.40687998606931
"5005",5592,"c2efd800d640d3d2f4d35c96e88ad62e","anxiety","abstract-negative","Valence","VC","B","negative",1,630,6.44571981938558
"5006",5593,"c2efd800d640d3d2f4d35c96e88ad62e","peace","abstract-positive","Valence","VC","B","positive",1,619,6.4281052726846
"5007",5594,"c2efd800d640d3d2f4d35c96e88ad62e","filth","concrete-negative","Valence","VC","B","negative",1,555,6.31896811374643
"5008",5595,"c2efd800d640d3d2f4d35c96e88ad62e","hug","concrete-positive","Valence","VC","B","positive",1,604,6.40357419793482
"5009",5596,"c2efd800d640d3d2f4d35c96e88ad62e","music","concrete-positive","Valence","VC","B","positive",1,546,6.30261897574491
"5010",5597,"c2efd800d640d3d2f4d35c96e88ad62e","hope","abstract-positive","Valence","VC","B","positive",1,507,6.22851100359118
"5011",5598,"c2efd800d640d3d2f4d35c96e88ad62e","vomit","concrete-negative","Valence","VC","B","negative",1,613,6.41836493593621
"5012",5599,"c2efd800d640d3d2f4d35c96e88ad62e","failure","abstract-negative","Valence","VC","B","negative",1,650,6.47697236288968
"5013",5600,"c2efd800d640d3d2f4d35c96e88ad62e","chocolate","concrete-positive","Valence","VC","B","positive",1,582,6.36647044773144
"5014",5601,"c2efd800d640d3d2f4d35c96e88ad62e","rot","concrete-negative","Valence","VC","B","negative",1,579,6.361302477573
"5015",5602,"c2efd800d640d3d2f4d35c96e88ad62e","kindness","abstract-positive","Valence","VC","B","positive",1,654,6.4831073514572
"5016",5603,"c2efd800d640d3d2f4d35c96e88ad62e","home","concrete-positive","Valence","VC","B","positive",1,555,6.31896811374643
"5017",5604,"c2efd800d640d3d2f4d35c96e88ad62e","rust","concrete-negative","Valence","VC","B","negative",1,618,6.42648845745769
"5018",5605,"c2efd800d640d3d2f4d35c96e88ad62e","laughter","concrete-positive","Valence","VC","B","positive",1,591,6.3818160174061
"5019",5606,"c2efd800d640d3d2f4d35c96e88ad62e","gratitude","abstract-positive","Valence","VC","B","positive",1,749,6.61873898351722
"5020",5607,"c2efd800d640d3d2f4d35c96e88ad62e","rain","concrete-positive","Valence","VC","B","positive",1,627,6.44094654063292
"5021",5608,"c2efd800d640d3d2f4d35c96e88ad62e","smoke","concrete-negative","Valence","VC","B","negative",1,714,6.57088296233958
"5022",5610,"c2efd800d640d3d2f4d35c96e88ad62e","resentment","abstract-negative","Valence","VC","B","negative",1,1841,7.51806418123308
"5023",5611,"c2efd800d640d3d2f4d35c96e88ad62e","inspiration","abstract-positive","Valence","VC","B","positive",1,991,6.89871453432999
"5024",5612,"c2efd800d640d3d2f4d35c96e88ad62e","injury","concrete-negative","Valence","VC","B","negative",1,828,6.71901315438526
"5025",5613,"c2efd800d640d3d2f4d35c96e88ad62e","love","abstract-positive","Valence","VC","B","positive",1,646,6.4707995037826
"5026",5614,"c2efd800d640d3d2f4d35c96e88ad62e","regret","abstract-negative","Valence","VC","B","negative",1,549,6.30809844150953
"5027",5615,"c2efd800d640d3d2f4d35c96e88ad62e","grief","abstract-negative","Valence","VC","B","negative",1,702,6.55393340402581
"5028",5616,"c2efd800d640d3d2f4d35c96e88ad62e","lonliness","abstract-negative","Valence","VC","B","negative",1,888,6.78897174299217
"5029",5617,"c2efd800d640d3d2f4d35c96e88ad62e","mud","concrete-negative","Valence","VC","B","negative",1,563,6.33327962813969
"5030",5618,"c2efd800d640d3d2f4d35c96e88ad62e","garbage","concrete-negative","Valence","VC","B","negative",1,651,6.47850964220857
"5031",5619,"c2efd800d640d3d2f4d35c96e88ad62e","despair","abstract-negative","Valence","VC","B","negative",1,534,6.2803958389602
"5032",5620,"c2efd800d640d3d2f4d35c96e88ad62e","shame","abstract-negative","Valence","VC","B","negative",1,620,6.42971947803914
"5033",5621,"c2efd800d640d3d2f4d35c96e88ad62e","beach","concrete-positive","Valence","VC","B","positive",1,589,6.37842618365159
"5034",5622,"c2efd800d640d3d2f4d35c96e88ad62e","joy","abstract-positive","Valence","VC","B","positive",1,599,6.39526159811545
"5035",5623,"c2efd800d640d3d2f4d35c96e88ad62e","mold","concrete-negative","Valence","VC","B","negative",1,547,6.30444880242198
"5036",5624,"c2efd800d640d3d2f4d35c96e88ad62e","stench","concrete-negative","Valence","VC","B","negative",1,567,6.34035930372775
"5037",5625,"c2efd800d640d3d2f4d35c96e88ad62e","happiness","abstract-positive","Valence","VC","B","positive",1,683,6.52649485957079
"5038",5626,"c2efd800d640d3d2f4d35c96e88ad62e","sunshine","concrete-positive","Valence","VC","B","positive",1,532,6.27664348934164
"5039",5627,"c2efd800d640d3d2f4d35c96e88ad62e","freedom","abstract-positive","Valence","VC","B","positive",1,575,6.35437004079735
"5040",5628,"c2efd800d640d3d2f4d35c96e88ad62e","fireplace","concrete-positive","Valence","VC","B","positive",1,642,6.46458830368996
"5041",5629,"c2efd800d640d3d2f4d35c96e88ad62e","kindness","abstract-positive","Concrete","VC","B","abstract",1,1222,7.10824413973154
"5042",5630,"c2efd800d640d3d2f4d35c96e88ad62e","garbage","concrete-negative","Concrete","VC","B","concrete",1,1265,7.14282740116162
"5043",5631,"c2efd800d640d3d2f4d35c96e88ad62e","mold","concrete-negative","Concrete","VC","B","concrete",1,2051,7.62608275807238
"5044",5632,"c2efd800d640d3d2f4d35c96e88ad62e","hope","abstract-positive","Concrete","VC","B","abstract",1,938,6.84374994900622
"5045",5633,"c2efd800d640d3d2f4d35c96e88ad62e","inspiration","abstract-positive","Concrete","VC","B","abstract",1,954,6.86066367144829
"5046",5634,"c2efd800d640d3d2f4d35c96e88ad62e","guilt","abstract-negative","Concrete","VC","B","abstract",1,768,6.64378973314767
"5047",5635,"c2efd800d640d3d2f4d35c96e88ad62e","failure","abstract-negative","Concrete","VC","B","abstract",1,851,6.74641212857337
"5048",5636,"c2efd800d640d3d2f4d35c96e88ad62e","smoke","concrete-negative","Concrete","VC","B","concrete",1,1382,7.23128700432762
"5049",5637,"c2efd800d640d3d2f4d35c96e88ad62e","grief","abstract-negative","Concrete","VC","B","abstract",1,712,6.56807791141198
"5050",5638,"c2efd800d640d3d2f4d35c96e88ad62e","shame","abstract-negative","Concrete","VC","B","abstract",1,694,6.5424719605068
"5051",5639,"c2efd800d640d3d2f4d35c96e88ad62e","lonliness","abstract-negative","Concrete","VC","B","abstract",1,675,6.51471269087253
"5052",5640,"c2efd800d640d3d2f4d35c96e88ad62e","chocolate","concrete-positive","Concrete","VC","B","concrete",1,694,6.5424719605068
"5053",5641,"c2efd800d640d3d2f4d35c96e88ad62e","love","abstract-positive","Concrete","VC","B","abstract",1,758,6.63068338564237
"5054",5642,"c2efd800d640d3d2f4d35c96e88ad62e","rust","concrete-negative","Concrete","VC","B","concrete",1,869,6.76734312526539
"5055",5643,"c2efd800d640d3d2f4d35c96e88ad62e","flowers","concrete-positive","Concrete","VC","B","concrete",1,653,6.48157712927643
"5056",5644,"c2efd800d640d3d2f4d35c96e88ad62e","resentment","abstract-negative","Concrete","VC","B","abstract",1,808,6.69456205852109
"5057",5645,"c2efd800d640d3d2f4d35c96e88ad62e","fireplace","concrete-positive","Concrete","VC","B","concrete",1,666,6.50128967054039
"5058",5646,"c2efd800d640d3d2f4d35c96e88ad62e","injury","concrete-negative","Concrete","VC","B","concrete",1,1416,7.25559127425367
"5059",5647,"c2efd800d640d3d2f4d35c96e88ad62e","rot","concrete-negative","Concrete","VC","B","concrete",1,1692,7.43366654016617
"5060",5648,"c2efd800d640d3d2f4d35c96e88ad62e","envy","abstract-negative","Concrete","VC","B","abstract",1,861,6.75809450442773
"5061",5650,"c2efd800d640d3d2f4d35c96e88ad62e","filth","concrete-negative","Concrete","VC","B","concrete",1,2250,7.71868549519847
"5062",5651,"c2efd800d640d3d2f4d35c96e88ad62e","beach","concrete-positive","Concrete","VC","B","concrete",1,1009,6.91671502035361
"5063",5652,"c2efd800d640d3d2f4d35c96e88ad62e","rain","concrete-positive","Concrete","VC","B","concrete",1,1124,7.02464903045364
"5064",5653,"c2efd800d640d3d2f4d35c96e88ad62e","hug","concrete-positive","Concrete","VC","B","concrete",1,1042,6.94889722231331
"5065",5654,"c2efd800d640d3d2f4d35c96e88ad62e","happiness","abstract-positive","Concrete","VC","B","abstract",1,884,6.78445706263764
"5066",5655,"c2efd800d640d3d2f4d35c96e88ad62e","gratitude","abstract-positive","Concrete","VC","B","abstract",1,892,6.79346613258001
"5067",5656,"c2efd800d640d3d2f4d35c96e88ad62e","joy","abstract-positive","Concrete","VC","B","abstract",1,651,6.47850964220857
"5068",5657,"c2efd800d640d3d2f4d35c96e88ad62e","vomit","concrete-negative","Concrete","VC","B","concrete",1,964,6.87109129461055
"5069",5658,"c2efd800d640d3d2f4d35c96e88ad62e","music","concrete-positive","Concrete","VC","B","concrete",1,835,6.72743172485086
"5070",5659,"c2efd800d640d3d2f4d35c96e88ad62e","anxiety","abstract-negative","Concrete","VC","B","abstract",1,1040,6.94697599213542
"5071",5660,"c2efd800d640d3d2f4d35c96e88ad62e","despair","abstract-negative","Concrete","VC","B","abstract",1,699,6.54965074223381
"5072",5661,"c2efd800d640d3d2f4d35c96e88ad62e","home","concrete-positive","Concrete","VC","B","concrete",1,698,6.54821910276237
"5073",5662,"c2efd800d640d3d2f4d35c96e88ad62e","peace","abstract-positive","Concrete","VC","B","abstract",1,1023,6.93049476595163
"5074",5663,"c2efd800d640d3d2f4d35c96e88ad62e","compassion","abstract-positive","Concrete","VC","B","abstract",1,846,6.74051935960622
"5075",5664,"c2efd800d640d3d2f4d35c96e88ad62e","stench","concrete-negative","Concrete","VC","B","concrete",1,1947,7.5740450053722
"5076",5665,"c2efd800d640d3d2f4d35c96e88ad62e","regret","abstract-negative","Concrete","VC","B","abstract",1,783,6.6631326959908
"5077",5666,"c2efd800d640d3d2f4d35c96e88ad62e","sunshine","concrete-positive","Concrete","VC","B","concrete",1,954,6.86066367144829
"5078",5667,"c2efd800d640d3d2f4d35c96e88ad62e","mud","concrete-negative","Concrete","VC","B","concrete",1,792,6.67456139181443
"5079",5668,"c2efd800d640d3d2f4d35c96e88ad62e","freedom","abstract-positive","Concrete","VC","B","abstract",1,803,6.68835471394676
"5080",5669,"c2efd800d640d3d2f4d35c96e88ad62e","rot","concrete-negative","Concrete","VC","B","concrete",1,846,6.74051935960622
"5081",5670,"c2efd800d640d3d2f4d35c96e88ad62e","filth","concrete-negative","Concrete","VC","B","concrete",1,843,6.73696695800186
"5082",5671,"c2efd800d640d3d2f4d35c96e88ad62e","mold","concrete-negative","Concrete","VC","B","concrete",1,930,6.8351845861473
"5083",5672,"c2efd800d640d3d2f4d35c96e88ad62e","flowers","concrete-positive","Concrete","VC","B","concrete",1,575,6.35437004079735
"5084",5673,"c2efd800d640d3d2f4d35c96e88ad62e","home","concrete-positive","Concrete","VC","B","concrete",1,690,6.5366915975913
"5085",5674,"c2efd800d640d3d2f4d35c96e88ad62e","resentment","abstract-negative","Concrete","VC","B","abstract",1,664,6.49828214947643
"5086",5675,"c2efd800d640d3d2f4d35c96e88ad62e","freedom","abstract-positive","Concrete","VC","B","abstract",1,594,6.38687931936265
"5087",5676,"c2efd800d640d3d2f4d35c96e88ad62e","despair","abstract-negative","Concrete","VC","B","abstract",1,563,6.33327962813969
"5088",5677,"c2efd800d640d3d2f4d35c96e88ad62e","grief","abstract-negative","Concrete","VC","B","abstract",1,556,6.32076829425058
"5089",5678,"c2efd800d640d3d2f4d35c96e88ad62e","gratitude","abstract-positive","Concrete","VC","B","abstract",1,614,6.41999492814714
"5090",5679,"c2efd800d640d3d2f4d35c96e88ad62e","anxiety","abstract-negative","Concrete","VC","B","abstract",1,581,6.36475075685191
"5091",5680,"c2efd800d640d3d2f4d35c96e88ad62e","garbage","concrete-negative","Concrete","VC","B","concrete",1,531,6.27476202124194
"5092",5681,"c2efd800d640d3d2f4d35c96e88ad62e","envy","abstract-negative","Concrete","VC","B","abstract",1,602,6.40025744530882
"5093",5682,"c2efd800d640d3d2f4d35c96e88ad62e","stench","concrete-negative","Concrete","VC","B","concrete",1,1028,6.93537044601511
"5094",5683,"c2efd800d640d3d2f4d35c96e88ad62e","love","abstract-positive","Concrete","VC","B","abstract",1,729,6.59167373200866
"5095",5684,"c2efd800d640d3d2f4d35c96e88ad62e","fireplace","concrete-positive","Concrete","VC","B","concrete",1,589,6.37842618365159
"5096",5685,"c2efd800d640d3d2f4d35c96e88ad62e","smoke","concrete-negative","Concrete","VC","B","concrete",1,627,6.44094654063292
"5097",5686,"c2efd800d640d3d2f4d35c96e88ad62e","shame","abstract-negative","Concrete","VC","B","abstract",1,597,6.3919171133926
"5098",5687,"c2efd800d640d3d2f4d35c96e88ad62e","mud","concrete-negative","Concrete","VC","B","concrete",1,678,6.5191472879404
"5099",5689,"c2efd800d640d3d2f4d35c96e88ad62e","joy","abstract-positive","Concrete","VC","B","abstract",1,1037,6.94408720822953
"5100",5690,"c2efd800d640d3d2f4d35c96e88ad62e","peace","abstract-positive","Concrete","VC","B","abstract",1,826,6.71659477352098
"5101",5691,"c2efd800d640d3d2f4d35c96e88ad62e","vomit","concrete-negative","Concrete","VC","B","concrete",1,770,6.64639051484773
"5102",5692,"c2efd800d640d3d2f4d35c96e88ad62e","hope","abstract-positive","Concrete","VC","B","abstract",1,761,6.63463335786169
"5103",5693,"c2efd800d640d3d2f4d35c96e88ad62e","inspiration","abstract-positive","Concrete","VC","B","abstract",1,1031,6.93828448401696
"5104",5694,"c2efd800d640d3d2f4d35c96e88ad62e","beach","concrete-positive","Concrete","VC","B","concrete",1,637,6.45676965557216
"5105",5695,"c2efd800d640d3d2f4d35c96e88ad62e","sunshine","concrete-positive","Concrete","VC","B","concrete",1,875,6.77422388635761
"5106",5696,"c2efd800d640d3d2f4d35c96e88ad62e","injury","concrete-negative","Concrete","VC","B","concrete",1,713,6.5694814204143
"5107",5697,"c2efd800d640d3d2f4d35c96e88ad62e","music","concrete-positive","Concrete","VC","B","concrete",1,625,6.4377516497364
"5108",5698,"c2efd800d640d3d2f4d35c96e88ad62e","regret","abstract-negative","Concrete","VC","B","abstract",1,934,6.83947643822884
"5109",5699,"c2efd800d640d3d2f4d35c96e88ad62e","guilt","abstract-negative","Concrete","VC","B","abstract",1,706,6.55961523749324
"5110",5700,"c2efd800d640d3d2f4d35c96e88ad62e","rust","concrete-negative","Concrete","VC","B","concrete",1,774,6.65157187358973
"5111",5701,"c2efd800d640d3d2f4d35c96e88ad62e","chocolate","concrete-positive","Concrete","VC","B","concrete",1,597,6.3919171133926
"5112",5702,"c2efd800d640d3d2f4d35c96e88ad62e","happiness","abstract-positive","Concrete","VC","B","abstract",1,732,6.59578051396131
"5113",5703,"c2efd800d640d3d2f4d35c96e88ad62e","compassion","abstract-positive","Concrete","VC","B","abstract",1,631,6.44730586254121
"5114",5704,"c2efd800d640d3d2f4d35c96e88ad62e","failure","abstract-negative","Concrete","VC","B","abstract",1,641,6.46302945692067
"5115",5705,"c2efd800d640d3d2f4d35c96e88ad62e","hug","concrete-positive","Concrete","VC","B","concrete",1,586,6.37331978957701
"5116",5706,"c2efd800d640d3d2f4d35c96e88ad62e","lonliness","abstract-negative","Concrete","VC","B","abstract",1,661,6.49375383985169
"5117",5707,"c2efd800d640d3d2f4d35c96e88ad62e","kindness","abstract-positive","Concrete","VC","B","abstract",1,623,6.43454651878745
"5118",5708,"c2efd800d640d3d2f4d35c96e88ad62e","rain","concrete-positive","Concrete","VC","B","concrete",1,725,6.58617165485467
"5119",5709,"c2efd800d640d3d2f4d35c96e88ad62e","anxiety","abstract-negative","Concrete","VC","B","abstract",1,734,6.59850902861452
"5120",5710,"c2efd800d640d3d2f4d35c96e88ad62e","stench","concrete-negative","Concrete","VC","B","concrete",1,1112,7.01391547481053
"5121",5711,"c2efd800d640d3d2f4d35c96e88ad62e","love","abstract-positive","Concrete","VC","B","abstract",1,896,6.79794041297493
"5122",5712,"c2efd800d640d3d2f4d35c96e88ad62e","fireplace","concrete-positive","Concrete","VC","B","concrete",1,626,6.4393503711001
"5123",5713,"c2efd800d640d3d2f4d35c96e88ad62e","mold","concrete-negative","Concrete","VC","B","concrete",1,701,6.55250788703459
"5124",5714,"c2efd800d640d3d2f4d35c96e88ad62e","vomit","concrete-negative","Concrete","VC","B","concrete",1,747,6.61606518513282
"5125",5715,"c2efd800d640d3d2f4d35c96e88ad62e","rot","concrete-negative","Concrete","VC","B","concrete",1,990,6.89770494312864
"5126",5716,"c2efd800d640d3d2f4d35c96e88ad62e","music","concrete-positive","Concrete","VC","B","concrete",1,762,6.63594655568665
"5127",5717,"c2efd800d640d3d2f4d35c96e88ad62e","gratitude","abstract-positive","Concrete","VC","B","abstract",1,831,6.72262979485545
"5128",5718,"c2efd800d640d3d2f4d35c96e88ad62e","rust","concrete-negative","Concrete","VC","B","concrete",1,680,6.52209279817015
"5129",5719,"c2efd800d640d3d2f4d35c96e88ad62e","filth","concrete-negative","Concrete","VC","B","concrete",1,801,6.68586094706836
"5130",5720,"c2efd800d640d3d2f4d35c96e88ad62e","peace","abstract-positive","Concrete","VC","B","abstract",1,599,6.39526159811545
"5131",5721,"c2efd800d640d3d2f4d35c96e88ad62e","envy","abstract-negative","Concrete","VC","B","abstract",1,799,6.68336094576627
"5132",5722,"c2efd800d640d3d2f4d35c96e88ad62e","freedom","abstract-positive","Concrete","VC","B","abstract",1,796,6.67959918584438
"5133",5723,"c2efd800d640d3d2f4d35c96e88ad62e","laughter","concrete-positive","Concrete","VC","B","concrete",1,876,6.77536609093639
"5134",5724,"c2efd800d640d3d2f4d35c96e88ad62e","hug","concrete-positive","Concrete","VC","B","concrete",1,802,6.68710860786651
"5135",5725,"c2efd800d640d3d2f4d35c96e88ad62e","hope","abstract-positive","Concrete","VC","B","abstract",1,734,6.59850902861452
"5136",5726,"c2efd800d640d3d2f4d35c96e88ad62e","resentment","abstract-negative","Concrete","VC","B","abstract",1,684,6.52795791762255
"5137",5727,"c2efd800d640d3d2f4d35c96e88ad62e","flowers","concrete-positive","Concrete","VC","B","concrete",1,579,6.361302477573
"5138",5728,"c2efd800d640d3d2f4d35c96e88ad62e","lonliness","abstract-negative","Concrete","VC","B","abstract",1,605,6.40522845803084
"5139",5729,"c2efd800d640d3d2f4d35c96e88ad62e","home","concrete-positive","Concrete","VC","B","concrete",1,726,6.5875500148248
"5140",5730,"c2efd800d640d3d2f4d35c96e88ad62e","happiness","abstract-positive","Concrete","VC","B","abstract",1,643,6.46614472423762
"5141",5731,"c2efd800d640d3d2f4d35c96e88ad62e","guilt","abstract-negative","Concrete","VC","B","abstract",1,732,6.59578051396131
"5142",5732,"c2efd800d640d3d2f4d35c96e88ad62e","joy","abstract-positive","Concrete","VC","B","abstract",1,756,6.62804137617953
"5143",5733,"c2efd800d640d3d2f4d35c96e88ad62e","sunshine","concrete-positive","Concrete","VC","B","concrete",1,632,6.44888939414686
"5144",5734,"c2efd800d640d3d2f4d35c96e88ad62e","despair","abstract-negative","Concrete","VC","B","abstract",1,691,6.53813982376767
"5145",5735,"c2efd800d640d3d2f4d35c96e88ad62e","compassion","abstract-positive","Concrete","VC","B","abstract",1,870,6.76849321164863
"5146",5736,"c2efd800d640d3d2f4d35c96e88ad62e","beach","concrete-positive","Concrete","VC","B","concrete",1,598,6.39359075395063
"5147",5737,"c2efd800d640d3d2f4d35c96e88ad62e","garbage","concrete-negative","Concrete","VC","B","concrete",1,570,6.3456363608286
"5148",5738,"c2efd800d640d3d2f4d35c96e88ad62e","mud","concrete-negative","Concrete","VC","B","concrete",1,569,6.34388043412633
"5149",5739,"c2efd800d640d3d2f4d35c96e88ad62e","grief","abstract-negative","Concrete","VC","B","abstract",1,557,6.32256523992728
"5150",5740,"c2efd800d640d3d2f4d35c96e88ad62e","rain","concrete-positive","Concrete","VC","B","concrete",1,577,6.3578422665081
"5151",5741,"c2efd800d640d3d2f4d35c96e88ad62e","failure","abstract-negative","Concrete","VC","B","abstract",1,589,6.37842618365159
"5152",5742,"c2efd800d640d3d2f4d35c96e88ad62e","injury","concrete-negative","Concrete","VC","B","concrete",1,728,6.59030104819669
"5153",5743,"c2efd800d640d3d2f4d35c96e88ad62e","regret","abstract-negative","Concrete","VC","B","abstract",1,673,6.51174532964473
"5154",5744,"c2efd800d640d3d2f4d35c96e88ad62e","shame","abstract-negative","Concrete","VC","B","abstract",1,640,6.46146817635372
"5155",5745,"c2efd800d640d3d2f4d35c96e88ad62e","chocolate","concrete-positive","Concrete","VC","B","concrete",1,566,6.33859407820318
"5156",5746,"c2efd800d640d3d2f4d35c96e88ad62e","smoke","concrete-negative","Concrete","VC","B","concrete",1,731,6.59441345974978
"5157",5747,"c2efd800d640d3d2f4d35c96e88ad62e","kindness","abstract-positive","Concrete","VC","B","abstract",1,699,6.54965074223381
"5158",5748,"c2efd800d640d3d2f4d35c96e88ad62e","inspiration","abstract-positive","Concrete","VC","B","abstract",1,752,6.62273632394984
"5159",5749,"0e1d760e2aadc2f9e9a716ed8021898f","beach","concrete-positive","Valence","VC","B","positive",1,761,6.63463335786169
"5160",5750,"0e1d760e2aadc2f9e9a716ed8021898f","anxiety","abstract-negative","Valence","VC","B","negative",1,714,6.57088296233958
"5161",5751,"0e1d760e2aadc2f9e9a716ed8021898f","failure","abstract-negative","Valence","VC","B","negative",1,747,6.61606518513282
"5162",5752,"0e1d760e2aadc2f9e9a716ed8021898f","garbage","concrete-negative","Valence","VC","B","negative",1,870,6.76849321164863
"5163",5753,"0e1d760e2aadc2f9e9a716ed8021898f","mud","concrete-negative","Valence","VC","B","negative",1,751,6.62140565176413
"5164",5754,"0e1d760e2aadc2f9e9a716ed8021898f","joy","abstract-positive","Valence","VC","B","positive",1,691,6.53813982376767
"5165",5755,"0e1d760e2aadc2f9e9a716ed8021898f","rain","concrete-positive","Valence","VC","B","positive",1,1478,7.29844510150815
"5166",5756,"0e1d760e2aadc2f9e9a716ed8021898f","filth","concrete-negative","Valence","VC","B","negative",1,1347,7.20563517641036
"5167",5757,"0e1d760e2aadc2f9e9a716ed8021898f","freedom","abstract-positive","Valence","VC","B","positive",1,922,6.82654522355659
"5168",5758,"0e1d760e2aadc2f9e9a716ed8021898f","chocolate","concrete-positive","Valence","VC","B","positive",1,730,6.59304453414244
"5169",5759,"0e1d760e2aadc2f9e9a716ed8021898f","smoke","concrete-negative","Valence","VC","B","negative",1,770,6.64639051484773
"5170",5760,"0e1d760e2aadc2f9e9a716ed8021898f","compassion","abstract-positive","Valence","VC","B","positive",1,879,6.77878489768518
"5171",5761,"0e1d760e2aadc2f9e9a716ed8021898f","hug","concrete-positive","Valence","VC","B","positive",1,741,6.60800062529609
"5172",5762,"0e1d760e2aadc2f9e9a716ed8021898f","resentment","abstract-negative","Valence","VC","B","negative",1,814,6.70196036600254
"5173",5763,"0e1d760e2aadc2f9e9a716ed8021898f","flowers","concrete-positive","Valence","VC","B","positive",1,727,6.58892647753352
"5174",5764,"0e1d760e2aadc2f9e9a716ed8021898f","kindness","abstract-positive","Valence","VC","B","positive",1,749,6.61873898351722
"5175",5765,"0e1d760e2aadc2f9e9a716ed8021898f","shame","abstract-negative","Valence","VC","B","negative",1,660,6.49223983502047
"5176",5766,"0e1d760e2aadc2f9e9a716ed8021898f","lonliness","abstract-negative","Valence","VC","B","negative",1,760,6.63331843328038
"5177",5767,"0e1d760e2aadc2f9e9a716ed8021898f","envy","abstract-negative","Valence","VC","B","negative",1,941,6.84694313958538
"5178",5768,"0e1d760e2aadc2f9e9a716ed8021898f","injury","concrete-negative","Valence","VC","B","negative",1,792,6.67456139181443
"5179",5769,"0e1d760e2aadc2f9e9a716ed8021898f","music","concrete-positive","Valence","VC","B","positive",1,605,6.40522845803084
"5180",5770,"0e1d760e2aadc2f9e9a716ed8021898f","fireplace","concrete-positive","Valence","VC","B","positive",1,917,6.82110747225646
"5181",5771,"0e1d760e2aadc2f9e9a716ed8021898f","happiness","abstract-positive","Valence","VC","B","positive",1,568,6.34212141872115
"5182",5772,"0e1d760e2aadc2f9e9a716ed8021898f","guilt","abstract-negative","Valence","VC","B","negative",1,648,6.47389069635227
"5183",5773,"0e1d760e2aadc2f9e9a716ed8021898f","hope","abstract-positive","Valence","VC","B","positive",1,1100,7.00306545878646
"5184",5774,"0e1d760e2aadc2f9e9a716ed8021898f","rot","concrete-negative","Valence","VC","B","negative",1,779,6.65801104587075
"5185",5775,"0e1d760e2aadc2f9e9a716ed8021898f","grief","abstract-negative","Valence","VC","B","negative",1,694,6.5424719605068
"5186",5776,"0e1d760e2aadc2f9e9a716ed8021898f","gratitude","abstract-positive","Valence","VC","B","positive",1,816,6.70441435496411
"5187",5777,"0e1d760e2aadc2f9e9a716ed8021898f","regret","abstract-negative","Valence","VC","B","negative",1,801,6.68586094706836
"5188",5778,"0e1d760e2aadc2f9e9a716ed8021898f","inspiration","abstract-positive","Valence","VC","B","positive",1,887,6.78784498230958
"5189",5779,"0e1d760e2aadc2f9e9a716ed8021898f","stench","concrete-negative","Valence","VC","B","negative",1,790,6.67203294546107
"5190",5780,"0e1d760e2aadc2f9e9a716ed8021898f","despair","abstract-negative","Valence","VC","B","negative",1,1029,6.93634273583405
"5191",5781,"0e1d760e2aadc2f9e9a716ed8021898f","sunshine","concrete-positive","Valence","VC","B","positive",1,639,6.45990445437753
"5192",5782,"0e1d760e2aadc2f9e9a716ed8021898f","rust","concrete-negative","Valence","VC","B","negative",1,765,6.63987583382654
"5193",5783,"0e1d760e2aadc2f9e9a716ed8021898f","mold","concrete-negative","Valence","VC","B","negative",1,798,6.68210859744981
"5194",5784,"0e1d760e2aadc2f9e9a716ed8021898f","home","concrete-positive","Valence","VC","B","positive",1,654,6.4831073514572
"5195",5785,"0e1d760e2aadc2f9e9a716ed8021898f","peace","abstract-positive","Valence","VC","B","positive",1,577,6.3578422665081
"5196",5786,"0e1d760e2aadc2f9e9a716ed8021898f","vomit","concrete-negative","Valence","VC","B","negative",1,607,6.4085287910595
"5197",5787,"0e1d760e2aadc2f9e9a716ed8021898f","laughter","concrete-positive","Valence","VC","B","positive",1,677,6.51767127291227
